ID;Gender;Inst_HUN;Pr_area_ENG;Pr_HUN;Pr_ENG_bachelor;Grad_level;FEOR4;FEOR3;ISCO1;ISCO3;ISCO1_ENG;ISCO3_ENG;Req_HEd;NUTS_region;Weekly_hrs;Mountly_wage_HUF
12868;F;Budapesti Corvinus Egyetem;Economic Science;gazdálkodási;NA;E;4134;413;4;441;Clerical support workers;Other clerical support workers;0;not NUTS important taxpayer;40;414994
12869;F;Debreceni Egyetem;Military sciences;igazgatásszervezõ;Administration management;B;2910;291;2;261;Professionals;Legal professionals;1;HU311;40;196800
12870;M;Budapesti Gazdasági Fõiskola;Economic Science;nemzetközi gazdálkodás;International Management;B;3622;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;HU101;40;151500
12871;M;Pázmány Péter Katolikus Egyetem;Informatics;mûszaki informatikai;NA;E;2144;214;2;251;Professionals;Software and applications developers and analysts;1;HU101;40;290000
12872;F;Nyíregyházi Fõiskola;Teacher training;magyar nyelv és irodalom;NA;P;4222;422;4;422;Clerical support workers;Client information workers;0;HU101;30;73710
12873;F;Debreceni Egyetem;Arts and Humanities;angol nyelv és irodalom;NA;E;2159;215;2;252;Professionals;Database and network professionals;1;not NUTS important taxpayer;40;207471
12874;F;Budapesti Corvinus Egyetem;Computer Science and Information Technology;gazdaságinformatikus;NA;M;2141;214;2;251;Professionals;Software and applications developers and analysts;1;not NUTS important taxpayer;40;263000
12875;M;Eötvös Loránd Tudományegyetem;Informatics;programtervezõ matematikus;NA;E;2142;214;2;251;Professionals;Software and applications developers and analysts;1;not NUTS important taxpayer;40;0
12876;F;Szegedi Tudományegyetem;Agricultural Science;vadgazda mérnöki;Wildlife engineer;B;5133;513;5;513;"Clerical support workers; service and sales workers";Waiters and bartenders;0;HU333;40;126993
12877;M;Gál Ferenc Fõiskola;Religious Science;katekéta-lelkipásztori munkatárs;"Catechist; pastoral staff";B;3213;321;3;312;Technicians and associate professionals;"Mining; manufacturing and construction supervisors";1;HU322;40;269332
12878;F;Debreceni Egyetem;Economic Science;gazdálkodási és menedzsment;Business management;B;2532;253;2;243;Professionals;"Sales; marketing and public relations professionals";1;HU101;40;115000
12879;M;Szegedi Tudományegyetem;Health Science;fogorvostudományi;NA;E;2213;221;2;226;Professionals;Other health professionals;1;HU333;10;40400
12880;F;Budapesti Gazdasági Fõiskola;Hospitality and tourism;idegenforgalmi szakmenedzser;NA;A;5113;511;5;522;"Clerical support workers; service and sales workers";Shop salespersons;0;HU101;40;158000
12881;F;Szegedi Tudományegyetem;Agricultural Science;élelmiszermérnöki;Food engineering;B;5113;511;5;522;"Clerical support workers; service and sales workers";Shop salespersons;0;HU331;40;93000
12882;F;Pannon Egyetem;Economic Science;nemzetközi gazdálkodás;International Management;B;4134;413;4;441;Clerical support workers;Other clerical support workers;0;not NUTS important taxpayer;40;216713
12883;F;Magyar Táncmûvészeti Fõiskola;Teacher training;táncpedagógus;NA;F;2421;242;2;233;Professionals;Secondary education teachers;1;HU213;20;64800
12884;F;Budapesti Gazdasági Fõiskola;Hospitality and tourism;idegenforgalmi szakmenedzser;NA;A;4221;422;4;422;Clerical support workers;Client information workers;0;HU322;40;108200
12885;M;Nyugat-Magyarországi Egyetem;Engineering Science;faipari mérnöki;Wood Engineering;B;7223;722;7;752;"Skilled agricultural; forestry and fishery workers; craft and related trades workers";"Wood treaters; cabinet-makers and related trades workers";0;HU321;40;108000
12886;F;Semmelweis Egyetem;Social Science;szociális munka;NA;M;1324;132;1;134;Managers;Professional services managers;1;HU101;40;299475
12887;F;Nyíregyházi Fõiskola;Arts and Humanities;andragógia;Andragogy;B;4223;422;4;422;Clerical support workers;Client information workers;0;HU323;40;138708
12888;F;Szent István Egyetem;Economic Science;gazdálkodási és menedzsment;Business management;B;4134;413;4;441;Clerical support workers;Other clerical support workers;0;HU322;40;150600
12889;M;Kecskeméti Fõiskola;Economic Science;mûszaki menedzser;NA;F;9310;931;9;931;Manual workers;Mining and construction labourers;0;not NUTS important taxpayer;40;235480
12890;M;Óbudai Egyetem;Engineering Science;villamosmérnöki;NA;F;1321;132;1;132;Managers;"Manufacturing; mining; construction; and distribution managers";1;not NUTS important taxpayer;40;639159
12891;F;Zsigmond Király Fõiskola;Economic Science;nemzetközi gazdaság és gazdálkodás;NA;M;2522;252;2;242;Professionals;Administration professionals;1;not NUTS important taxpayer;37;130200
12892;M;Óbudai Egyetem;Engineering Science;villamosmérnöki;Electric engineer;B;2139;213;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;not NUTS important taxpayer;40;364653
12893;F;Pannon Egyetem;Economic Science;humán erõforrás menedzser;NA;F;5113;511;5;522;"Clerical support workers; service and sales workers";Shop salespersons;0;not NUTS important taxpayer;20;125881
12894;F;Miskolci Egyetem;Law;igazságügyi igazgatási;Justice administration;B;4113;411;4;413;Clerical support workers;Keyboard operators;0;HU312;40;160390
12895;F;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Engineering Science;építõmérnöki;Civil engineering;B;3190;319;3;311;Technicians and associate professionals;Physical and engineering science technicians;1;HU101;40;91304
12896;F;Budapesti Corvinus Egyetem;Economic Science;közgazdasági;NA;E;2627;262;2;264;Professionals;"Authors; journalists and linguists";1;HU101;20;63000
12897;F;Szolnoki Fõiskola;"Commerce; marketing; business administration";kereskedelmi szakmenedzser;NA;A;4112;411;4;411;Clerical support workers;General office clerks;0;HU322;40;142000
12898;M;Károli Gáspár Református Egyetem;Law;jogász;NA;O;3656;365;4;421;Clerical support workers;"Tellers; money collectors and related clerks";1;HU101;0;156000
12899;M;Budapesti Corvinus Egyetem;Agricultural Science;kertészmérnöki;Horticulturist;B;7115;711;8;816;Skilled manual workers;Food and related products machine operators;0;HU221;40;150000
12900;M;Dunaújvárosi Fõiskola;Engineering Science;gépészmérnöki;Mechanical Engineer;B;7521;752;7;712;"Skilled agricultural; forestry and fishery workers; craft and related trades workers";Building finishers and related trades workers;0;HU213;40;32870
12901;F;Dunaújvárosi Fõiskola;Arts and Humanities;mûvelõdésszervezõ;NA;P;4134;413;4;441;Clerical support workers;Other clerical support workers;0;not NUTS important taxpayer;40;335600
12902;F;Zsigmond Király Fõiskola;Economic Science;gazdálkodási és menedzsment;Business management;B;3161;316;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;not NUTS important taxpayer;40;415625
12903;F;Szegedi Tudományegyetem;Law;munkaügyi és társadalombiztosítási igazgatási;Labour and Social Security Administration;B;3910;391;3;333;Technicians and associate professionals;Business services agents;1;HU333;7;42747
12904;F;Szegedi Tudományegyetem;Natural sciences;környezettan;Ecology;B;4112;411;4;411;Clerical support workers;General office clerks;0;HU333;40;106920
12905;F;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Economic Science;gazdálkodási és menedzsment;Business management;B;2910;291;2;261;Professionals;Legal professionals;1;HU101;40;218600
12906;F;Szent István Egyetem;Social Science;szociális munka;Social work;B;2499;249;2;235;Professionals;Other teaching professionals;1;HU322;40;188800
12907;M;Edutus Fõiskola;Economic Science;kereskedelmi;NA;F;2521;252;2;242;Professionals;Administration professionals;1;not NUTS important taxpayer;40;474000
12908;M;Budapesti Gazdasági Fõiskola;Economic Science;nemzetközi gazdálkodás;International Management;B;2910;291;2;261;Professionals;Legal professionals;1;not NUTS important taxpayer;40;300000
12909;M;Széchenyi István Egyetem;Economic Science;mûszaki menedzser;NA;F;2910;291;2;261;Professionals;Legal professionals;1;HU222;40;201400
12910;F;Kaposvári Egyetem;Teacher training;mérnöktanári (agrár);NA;E;5115;511;5;521;"Clerical support workers; service and sales workers";Street and market salespersons;0;HU221;40;0
12911;F;Nyugat-Magyarországi Egyetem;Teacher and kindergarten teacher;tanító;NA;F;5133;513;5;513;"Clerical support workers; service and sales workers";Waiters and bartenders;0;HU221;20;51000
12912;F;Debreceni Egyetem;Arts and Humanities;pszichológia;Psychology;B;2499;249;2;235;Professionals;Other teaching professionals;1;HU101;40;185000
12913;F;Budapesti Corvinus Egyetem;Economic Science;nemzetközi gazdaság és gazdálkodás;NA;M;3613;361;3;331;Technicians and associate professionals;Financial and mathematical associate professionals;1;not NUTS important taxpayer;40;400000
12914;F;Nyíregyházi Fõiskola;Social Science;szociálpedagógia;Social pedagogy;B;5117;511;5;523;"Clerical support workers; service and sales workers";Cashiers and ticket clerks;0;HU311;40;108000
12915;F;Nyugat-Magyarországi Egyetem;Economic Science;gazdálkodási;NA;F;3623;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;not NUTS important taxpayer;40;609188
12916;M;Debreceni Egyetem;Computer Science and Information Technology;gazdaságinformatikus;Business Information;B;4190;419;4;441;Clerical support workers;Other clerical support workers;0;not NUTS important taxpayer;40;229599
12917;F;Szolnoki Fõiskola;Economic Science;külgazdasági;NA;F;3623;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;not NUTS important taxpayer;40;142905
12918;F;Eötvös Loránd Tudományegyetem;Teacher training;tanári;NA;M;2421;242;2;233;Professionals;Secondary education teachers;1;HU101;40;198513
12919;M;Eötvös Loránd Tudományegyetem;Teacher training;tanári;NA;M;2421;242;2;233;Professionals;Secondary education teachers;1;HU101;40;142500
12920;F;Eötvös Loránd Tudományegyetem;Social Science;szociális munkás;NA;E;2312;231;2;263;Professionals;Social and religious professionals;1;HU101;40;171918
12921;M;Debreceni Egyetem;Agricultural Science;környezetgazdálkodási agrármérnöki;NA;E;2131;213;2;213;Professionals;Life Science Professionals;1;HU321;40;227586
12922;F;Edutus Fõiskola;Hospitality and tourism;idegenforgalmi szakmenedzser;NA;A;2522;252;2;242;Professionals;Administration professionals;1;HU101;40;95000
12923;F;Szolnoki Fõiskola;Economic Science;kereskedelem és marketing;Commerce and marketing;B;4123;412;4;431;Clerical support workers;Numerical and material recording clerks;0;not NUTS important taxpayer;40;161000
12924;F;Szent István Egyetem;Economic Science;gazdálkodási és menedzsment;Business management;B;4112;411;4;411;Clerical support workers;General office clerks;0;HU101;40;14783
12925;F;Pannon Egyetem;Economic Science;gazdálkodási és menedzsment;Business management;B;3623;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;HU101;40;249999
12926;F;Budapesti Gazdasági Fõiskola;Economic Science;nemzetközi gazdálkodás;International Management;B;2624;262;2;263;Professionals;Social and religious professionals;1;HU101;40;330000
12927;M;Budapesti Gazdasági Fõiskola;Economy;pénzügyi szakügyintézõ;NA;A;3611;361;3;331;Technicians and associate professionals;Financial and mathematical associate professionals;1;HU101;40;165400
12928;F;Semmelweis Egyetem;Health Science;egészségügyi gondozás és prevenció;Health Care and Prevention;B;4112;411;4;411;Clerical support workers;General office clerks;0;HU101;40;109000
12929;M;Semmelweis Egyetem;Sport Science;testnevelõ-edzõ;Sports Coaching;B;2717;271;3;342;Technicians and associate professionals;Sports and fitness workers;1;HU101;40;93000
12930;M;Zsigmond Király Fõiskola;Economic Science;pénzügy és számvitel;Finance and Accounting;B;3612;361;3;331;Technicians and associate professionals;Financial and mathematical associate professionals;1;HU101;5;3000
12931;M;Eszterházy Károly Fõiskola;Teacher training;tanári;NA;M;2421;242;2;233;Professionals;Secondary education teachers;1;HU322;40;159521
12932;M;Eszterházy Károly Fõiskola;Teacher training;tanári;NA;M;2421;242;2;233;Professionals;Secondary education teachers;1;HU311;40;232686
12933;F;Debreceni Egyetem;Informatics;informatikai statisztikus és gazdasági tervezõ;NA;A;3639;363;3;333;Technicians and associate professionals;Business services agents;1;HU323;40;146900
12934;M;Széchenyi István Egyetem;Engineering Science;településmérnöki;NA;E;3622;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;not NUTS important taxpayer;40;563400
12935;F;Nyugat-Magyarországi Egyetem;Teacher Training;óvodapedagógus;Kindergarten teacher;B;5133;513;5;513;"Clerical support workers; service and sales workers";Waiters and bartenders;0;HU102;12;30000
12936;M;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Economic Science;gazdálkodási;NA;E;3623;362;3;332;Technicians and associate professionals;Sales and purchasing agents and brokers;1;not NUTS important taxpayer;40;391305
12937;M;Dunaújvárosi Fõiskola;Engineering Science;gépészmérnöki;Mechanical Engineer;B;3161;316;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;not NUTS important taxpayer;40;233630
12938;M;Budapesti Mûszaki és Gazdaságtudományi Egyetem;Engineering Science;építészmérnöki;NA;E;2116;211;2;214;Professionals;Engineering professionals (excluding electrotechnology);1;not NUTS important taxpayer;40;409500
12939;F;Budapesti Corvinus Egyetem;Agricultural Science;"tájépítészeti; -védelmi és -fejlesztési";NA;E;4190;419;4;441;Clerical support workers;Other clerical support workers;0;HU102;40;120000
12940;F;Pannon Egyetem;Economic Science;gazdálkodási és menedzsment;Business management;B;4112;411;4;411;Clerical support workers;General office clerks;0;not NUTS important taxpayer;38;158912
12941;F;Szent István Egyetem;Economic Science;vezetés és szervezés;NA;M;4134;413;4;441;Clerical support workers;Other clerical support workers;0;HU101;40;253600
12942;F;Eötvös Loránd Tudományegyetem;Teacher Training;tanító;Teacher;B;4112;411;4;411;Clerical support workers;General office clerks;0;HU333;40;113500
